Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Hour,Traffic Density Score,Congestion_Index,Predicted_Traffic
1900-01-01 01:30:00,25,Wednesday,13,1,1,20,35,normal,1,65.5,0.12544802867383512,Moderate
1900-01-01 01:45:00,25,Wednesday,15,1,0,32,48,normal,1,95.5,0.17204301075268819,Moderate
1900-01-01 02:00:00,25,Wednesday,7,0,0,32,39,normal,2,87.0,0.13978494623655913,Moderate
1900-01-01 02:15:00,25,Wednesday,13,0,2,37,52,normal,2,109.5,0.1863799283154122,Heavy
1900-01-01 02:30:00,25,Wednesday,8,0,0,39,47,normal,2,105.5,0.16845878136200718,Moderate
1900-01-01 02:45:00,25,Wednesday,11,1,2,37,51,normal,2,108.0,0.1827956989247312,Heavy
1900-01-01 03:00:00,25,Wednesday,11,0,0,37,48,normal,3,103.5,0.17204301075268819,Moderate
1900-01-01 03:15:00,25,Wednesday,10,1,2,26,39,normal,3,79.5,0.13978494623655913,Moderate
1900-01-01 03:30:00,25,Wednesday,15,1,1,36,53,normal,3,107.5,0.18996415770609318,Heavy
1900-01-01 03:45:00,25,Wednesday,9,0,2,34,45,normal,3,98.0,0.16129032258064516,Moderate
1900-01-01 04:00:00,25,Wednesday,60,3,6,23,92,normal,4,131.0,0.32974910394265233,Heavy
1900-01-01 04:15:00,25,Wednesday,51,7,3,22,83,normal,4,115.5,0.2974910394265233,Heavy
1900-01-01 04:30:00,25,Wednesday,60,7,2,27,96,normal,4,135.0,0.34408602150537637,Heavy
1900-01-01 04:45:00,25,Wednesday,65,0,3,25,93,normal,4,133.5,0.3333333333333333,Heavy
1900-01-01 05:00:00,25,Wednesday,66,4,1,21,92,normal,5,122.5,0.32974910394265233,Heavy
1900-01-01 05:15:00,25,Wednesday,63,3,5,30,101,normal,5,149.5,0.36200716845878134,Heavy
1900-01-01 05:30:00,25,Wednesday,72,7,2,20,101,normal,5,129.5,0.36200716845878134,Heavy
1900-01-01 05:45:00,25,Wednesday,124,16,21,8,169,heavy,5,194.0,0.6057347670250897,Heavy
1900-01-01 06:00:00,25,Wednesday,106,17,22,14,159,normal,6,193.5,0.5698924731182796,Heavy
1900-01-01 06:15:00,25,Wednesday,91,24,10,15,140,normal,6,160.5,0.5017921146953405,Heavy
1900-01-01 06:30:00,25,Wednesday,120,10,18,10,158,normal,6,186.0,0.5663082437275986,Heavy
1900-01-01 06:45:00,25,Wednesday,147,20,25,8,200,heavy,6,227.0,0.7168458781362007,Heavy
1900-01-01 07:00:00,25,Wednesday,126,30,19,8,183,heavy,7,199.0,0.6559139784946236,Heavy
1900-01-01 07:15:00,25,Wednesday,102,19,22,9,152,normal,7,178.0,0.5448028673835126,Heavy
1900-01-01 07:30:00,25,Wednesday,87,15,25,14,141,normal,7,179.5,0.5053763440860215,Heavy
1900-01-01 07:45:00,25,Wednesday,118,24,17,15,174,heavy,7,201.5,0.6236559139784946,Heavy
1900-01-01 08:00:00,25,Wednesday,144,18,16,5,183,heavy,8,197.5,0.6559139784946236,Heavy
1900-01-01 08:15:00,25,Wednesday,85,12,23,7,127,normal,8,154.5,0.4551971326164875,Heavy
1900-01-01 08:30:00,25,Wednesday,81,23,19,12,135,normal,8,160.5,0.4838709677419355,Heavy
1900-01-01 08:45:00,25,Wednesday,121,16,25,9,171,heavy,8,201.5,0.6129032258064516,Heavy
1900-01-01 09:00:00,25,Wednesday,36,14,17,6,73,normal,9,92.0,0.2616487455197133,Heavy
1900-01-01 09:15:00,25,Wednesday,80,15,24,11,130,normal,9,163.0,0.4659498207885305,Heavy
1900-01-01 09:30:00,25,Wednesday,53,12,22,8,95,normal,9,123.0,0.34050179211469533,Heavy
1900-01-01 09:45:00,25,Wednesday,74,7,8,20,109,normal,9,143.5,0.3906810035842294,Heavy
1900-01-01 10:00:00,25,Wednesday,53,11,17,13,94,normal,10,125.0,0.33691756272401435,Heavy
1900-01-01 10:15:00,25,Wednesday,56,6,10,9,81,low,10,101.5,0.2903225806451613,Heavy
1900-01-01 10:30:00,25,Wednesday,66,14,18,13,111,normal,10,141.5,0.3978494623655914,Heavy
1900-01-01 10:45:00,25,Wednesday,68,10,5,31,114,high,10,160.5,0.40860215053763443,Heavy
1900-01-01 11:00:00,25,Wednesday,24,1,10,29,64,normal,11,117.0,0.22939068100358423,Heavy
1900-01-01 11:15:00,25,Wednesday,52,4,10,31,97,normal,11,151.5,0.34767025089605735,Heavy
1900-01-01 11:30:00,25,Wednesday,35,5,12,34,86,normal,11,146.5,0.30824372759856633,Heavy
1900-01-01 11:45:00,25,Wednesday,47,1,5,33,86,normal,11,140.0,0.30824372759856633,Heavy
1900-01-01 12:00:00,25,Wednesday,36,6,2,35,79,normal,12,130.5,0.2831541218637993,Heavy
1900-01-01 12:15:00,25,Wednesday,61,7,5,26,99,normal,12,139.5,0.3548387096774194,Heavy
1900-01-01 12:30:00,25,Wednesday,57,10,2,35,104,normal,12,153.5,0.3727598566308244,Heavy
1900-01-01 12:45:00,25,Wednesday,64,10,9,29,112,normal,12,159.5,0.4014336917562724,Heavy
1900-01-01 13:00:00,25,Wednesday,31,16,23,10,80,normal,13,110.0,0.2867383512544803,Heavy
1900-01-01 13:15:00,25,Wednesday,91,2,0,11,104,low,13,119.5,0.3727598566308244,Heavy
1900-01-01 13:30:00,25,Wednesday,16,12,26,24,78,normal,13,134.0,0.27956989247311825,Heavy
1900-01-01 13:45:00,25,Wednesday,58,18,13,25,114,normal,13,155.5,0.40860215053763443,Heavy
1900-01-01 14:00:00,25,Wednesday,86,16,12,16,130,normal,14,158.0,0.4659498207885305,Heavy
1900-01-01 14:15:00,25,Wednesday,81,8,20,12,121,normal,14,155.0,0.4336917562724014,Heavy
1900-01-01 14:30:00,25,Wednesday,6,9,14,29,58,normal,14,111.0,0.2078853046594982,Heavy
1900-01-01 14:45:00,25,Wednesday,26,0,9,19,54,normal,14,91.5,0.1935483870967742,Heavy
1900-01-01 15:00:00,25,Wednesday,23,15,7,12,57,low,15,74.5,0.20430107526881722,Heavy
1900-01-01 15:15:00,25,Wednesday,79,5,15,13,112,normal,15,144.0,0.4014336917562724,Heavy
1900-01-01 15:30:00,25,Wednesday,11,7,10,29,57,normal,15,107.0,0.20430107526881722,Heavy
1900-01-01 15:45:00,25,Wednesday,134,22,29,11,196,heavy,15,230.5,0.7025089605734767,Heavy
1900-01-01 16:00:00,25,Wednesday,128,23,24,16,191,heavy,16,227.5,0.6845878136200717,Heavy
1900-01-01 16:15:00,25,Wednesday,106,22,19,18,165,normal,16,200.0,0.5913978494623656,Heavy
1900-01-01 16:30:00,25,Wednesday,124,11,30,18,183,heavy,16,234.5,0.6559139784946236,Heavy
1900-01-01 16:45:00,25,Wednesday,134,10,13,19,176,heavy,16,212.5,0.6308243727598566,Heavy
1900-01-01 17:00:00,25,Wednesday,125,17,10,16,168,heavy,17,193.5,0.6021505376344086,Heavy
1900-01-01 17:15:00,25,Wednesday,147,18,13,11,189,heavy,17,209.5,0.6774193548387096,Heavy
1900-01-01 17:30:00,25,Wednesday,100,10,20,16,146,normal,17,185.0,0.5232974910394266,Heavy
1900-01-01 17:45:00,25,Wednesday,146,17,25,11,199,heavy,17,232.0,0.7132616487455197,Heavy
1900-01-01 18:00:00,25,Wednesday,142,15,34,10,201,heavy,18,242.5,0.7204301075268817,Heavy
1900-01-01 18:15:00,25,Wednesday,130,24,23,10,187,heavy,18,213.0,0.6702508960573477,Heavy
1900-01-01 18:30:00,25,Wednesday,94,15,15,32,156,high,18,211.5,0.5591397849462365,Heavy
1900-01-01 18:45:00,25,Wednesday,104,7,6,19,136,normal,18,167.0,0.4874551971326165,Heavy
1900-01-01 19:00:00,25,Wednesday,93,10,19,26,148,normal,19,201.0,0.5304659498207885,Heavy
1900-01-01 19:15:00,25,Wednesday,51,8,13,17,89,low,19,123.5,0.31899641577060933,Heavy
1900-01-01 19:30:00,25,Wednesday,97,7,7,26,137,normal,19,179.5,0.4910394265232975,Heavy
1900-01-01 19:45:00,25,Wednesday,93,16,16,28,153,normal,19,203.0,0.5483870967741935,Heavy
1900-01-01 20:00:00,25,Wednesday,105,17,17,12,151,normal,20,177.5,0.5412186379928315,Heavy
1900-01-01 20:15:00,25,Wednesday,66,12,20,31,129,high,20,189.5,0.46236559139784944,Heavy
1900-01-01 20:30:00,25,Wednesday,56,16,20,28,120,normal,20,174.0,0.43010752688172044,Heavy
1900-01-01 20:45:00,25,Wednesday,109,20,8,13,150,normal,20,167.5,0.5376344086021505,Heavy
1900-01-01 21:00:00,25,Wednesday,64,8,14,20,106,normal,21,146.0,0.37992831541218636,Heavy
1900-01-01 21:15:00,25,Wednesday,83,6,6,35,130,high,21,185.5,0.4659498207885305,Heavy
1900-01-01 21:30:00,25,Wednesday,107,16,14,26,163,normal,21,208.0,0.5842293906810035,Heavy
1900-01-01 21:45:00,25,Wednesday,5,1,0,28,34,normal,21,75.5,0.12186379928315412,Moderate
1900-01-01 22:00:00,25,Wednesday,5,2,1,20,28,normal,22,58.0,0.1003584229390681,Moderate
1900-01-01 22:15:00,25,Wednesday,12,1,2,38,53,normal,22,111.5,0.18996415770609318,Heavy
1900-01-01 22:30:00,25,Wednesday,6,0,1,24,31,normal,22,68.0,0.1111111111111111,Moderate
1900-01-01 22:45:00,25,Wednesday,5,1,2,21,29,normal,22,62.0,0.1039426523297491,Moderate
1900-01-01 23:00:00,25,Wednesday,15,2,1,31,49,normal,23,95.5,0.17562724014336917,Moderate
1900-01-01 23:15:00,25,Wednesday,5,0,0,31,36,normal,23,82.5,0.12903225806451613,Moderate
1900-01-01 23:30:00,25,Wednesday,8,0,1,29,38,normal,23,82.5,0.13620071684587814,Moderate
1900-01-01 23:45:00,25,Wednesday,12,1,1,36,50,normal,23,104.5,0.17921146953405018,Heavy
1900-01-01 00:00:00,26,Thursday,14,1,2,36,53,normal,0,108.5,0.18996415770609318,Heavy
1900-01-01 00:15:00,26,Thursday,11,2,2,26,41,normal,0,81.0,0.14695340501792115,Moderate
1900-01-01 00:30:00,26,Thursday,8,2,2,29,41,normal,0,85.5,0.14695340501792115,Moderate
1900-01-01 00:45:00,26,Thursday,10,1,2,36,49,normal,0,104.5,0.17562724014336917,Moderate
1900-01-01 01:00:00,26,Thursday,12,1,1,30,44,normal,1,89.5,0.15770609318996415,Moderate
1900-01-01 01:15:00,26,Thursday,6,1,0,25,32,normal,1,69.0,0.11469534050179211,Moderate
1900-01-01 01:30:00,26,Thursday,7,1,1,21,30,normal,1,62.0,0.10752688172043011,Moderate
1900-01-01 01:45:00,26,Thursday,5,2,2,20,29,normal,1,60.0,0.1039426523297491,Moderate
1900-01-01 02:00:00,26,Thursday,9,2,0,21,32,normal,2,62.5,0.11469534050179211,Moderate
1900-01-01 02:15:00,26,Thursday,5,1,2,35,43,normal,2,97.0,0.15412186379928317,Moderate
1900-01-01 02:30:00,26,Thursday,14,0,2,28,44,normal,2,88.0,0.15770609318996415,Moderate
1900-01-01 02:45:00,26,Thursday,12,1,1,39,53,normal,2,112.0,0.18996415770609318,Heavy
1900-01-01 03:00:00,26,Thursday,7,0,0,29,36,normal,3,79.5,0.12903225806451613,Moderate
1900-01-01 03:15:00,26,Thursday,10,2,0,22,34,normal,3,66.0,0.12186379928315412,Moderate
1900-01-01 03:30:00,26,Thursday,13,1,1,22,37,normal,3,70.5,0.13261648745519714,Moderate
1900-01-01 03:45:00,26,Thursday,15,1,1,39,56,normal,3,115.0,0.2007168458781362,Heavy
1900-01-01 04:00:00,26,Thursday,79,3,1,14,97,low,4,117.5,0.34767025089605735,Heavy
1900-01-01 04:15:00,26,Thursday,58,3,2,18,81,low,4,108.5,0.2903225806451613,Heavy
1900-01-01 04:30:00,26,Thursday,60,8,5,23,96,normal,4,131.5,0.34408602150537637,Heavy
1900-01-01 04:45:00,26,Thursday,89,1,0,29,119,normal,4,162.0,0.4265232974910394,Heavy
1900-01-01 05:00:00,26,Thursday,64,4,0,12,80,low,5,96.0,0.2867383512544803,Heavy
1900-01-01 05:15:00,26,Thursday,62,5,3,26,96,normal,5,135.5,0.34408602150537637,Heavy
1900-01-01 05:30:00,26,Thursday,79,7,7,11,104,low,5,124.0,0.3727598566308244,Heavy
1900-01-01 05:45:00,26,Thursday,92,12,19,8,131,normal,5,156.0,0.46953405017921146,Heavy
1900-01-01 06:00:00,26,Thursday,111,27,12,13,163,normal,6,181.0,0.5842293906810035,Heavy
1900-01-01 06:15:00,26,Thursday,105,25,24,11,165,normal,6,193.0,0.5913978494623656,Heavy
1900-01-01 06:30:00,26,Thursday,84,26,12,11,133,normal,6,148.5,0.4767025089605735,Heavy
1900-01-01 06:45:00,26,Thursday,130,19,20,11,180,heavy,6,207.0,0.6451612903225806,Heavy
1900-01-01 07:00:00,26,Thursday,107,16,16,9,148,normal,7,169.5,0.5304659498207885,Heavy
1900-01-01 07:15:00,26,Thursday,130,15,11,15,171,heavy,7,197.0,0.6129032258064516,Heavy
1900-01-01 07:30:00,26,Thursday,139,28,17,5,189,heavy,7,199.5,0.6774193548387096,Heavy
1900-01-01 07:45:00,26,Thursday,91,17,25,14,147,normal,7,184.5,0.5268817204301075,Heavy
1900-01-01 08:00:00,26,Thursday,139,22,16,5,182,heavy,8,194.5,0.6523297491039427,Heavy
1900-01-01 08:15:00,26,Thursday,141,11,19,7,178,heavy,8,202.0,0.6379928315412187,Heavy
1900-01-01 08:30:00,26,Thursday,116,29,14,12,171,heavy,8,188.5,0.6129032258064516,Heavy
1900-01-01 08:45:00,26,Thursday,80,17,20,13,130,normal,8,161.0,0.4659498207885305,Heavy
1900-01-01 09:00:00,26,Thursday,59,10,23,19,111,normal,9,157.5,0.3978494623655914,Heavy
1900-01-01 09:15:00,26,Thursday,76,15,25,5,121,normal,9,146.0,0.4336917562724014,Heavy
1900-01-01 09:30:00,26,Thursday,42,10,15,7,74,low,9,94.5,0.26523297491039427,Heavy
1900-01-01 09:45:00,26,Thursday,31,5,27,10,73,normal,9,112.5,0.2616487455197133,Heavy
1900-01-01 10:00:00,26,Thursday,40,12,26,11,89,normal,10,125.5,0.31899641577060933,Heavy
1900-01-01 10:15:00,26,Thursday,72,15,7,19,113,normal,10,141.0,0.4050179211469534,Heavy
1900-01-01 10:30:00,26,Thursday,37,8,15,15,75,low,10,108.5,0.26881720430107525,Heavy
1900-01-01 10:45:00,26,Thursday,54,6,0,27,87,normal,10,124.5,0.3118279569892473,Heavy
1900-01-01 11:00:00,26,Thursday,21,0,1,25,47,normal,11,85.5,0.16845878136200718,Moderate
1900-01-01 11:15:00,26,Thursday,70,9,6,30,115,normal,11,161.5,0.4121863799283154,Heavy
1900-01-01 11:30:00,26,Thursday,38,3,2,33,76,normal,11,126.0,0.2724014336917563,Heavy
1900-01-01 11:45:00,26,Thursday,23,0,1,32,56,normal,11,105.0,0.2007168458781362,Heavy
1900-01-01 12:00:00,26,Thursday,38,5,11,33,87,normal,12,145.0,0.3118279569892473,Heavy
1900-01-01 12:15:00,26,Thursday,57,9,1,31,98,normal,12,141.0,0.35125448028673834,Heavy
1900-01-01 12:30:00,26,Thursday,20,3,3,27,53,normal,12,95.0,0.18996415770609318,Heavy
1900-01-01 12:45:00,26,Thursday,42,6,9,33,90,normal,12,145.5,0.3225806451612903,Heavy
1900-01-01 13:00:00,26,Thursday,47,11,21,15,94,normal,13,132.0,0.33691756272401435,Heavy
1900-01-01 13:15:00,26,Thursday,67,8,22,22,119,normal,13,170.0,0.4265232974910394,Heavy
1900-01-01 13:30:00,26,Thursday,70,8,28,13,119,high,13,162.5,0.4265232974910394,Heavy
1900-01-01 13:45:00,26,Thursday,53,7,32,11,103,normal,13,148.0,0.36917562724014336,Heavy
1900-01-01 14:00:00,26,Thursday,14,19,25,30,88,normal,14,148.5,0.3154121863799283,Heavy
1900-01-01 14:15:00,26,Thursday,85,16,26,26,153,high,14,210.0,0.5483870967741935,Heavy
1900-01-01 14:30:00,26,Thursday,84,11,34,14,143,high,14,192.5,0.5125448028673835,Heavy
1900-01-01 14:45:00,26,Thursday,59,14,33,12,118,high,14,162.0,0.4229390681003584,Heavy
1900-01-01 15:00:00,26,Thursday,94,3,12,14,123,normal,15,154.5,0.44086021505376344,Heavy
1900-01-01 15:15:00,26,Thursday,81,18,25,12,136,normal,15,170.0,0.4874551971326165,Heavy
1900-01-01 15:30:00,26,Thursday,91,12,10,25,138,normal,15,179.5,0.4946236559139785,Heavy
1900-01-01 15:45:00,26,Thursday,107,23,13,11,154,normal,15,172.0,0.5519713261648745,Heavy
1900-01-01 16:00:00,26,Thursday,137,20,30,15,202,heavy,16,244.5,0.7240143369175627,Heavy
1900-01-01 16:15:00,26,Thursday,121,14,32,10,177,heavy,16,217.0,0.6344086021505376,Heavy
1900-01-01 16:30:00,26,Thursday,115,26,33,19,193,heavy,16,241.5,0.6917562724014337,Heavy
1900-01-01 16:45:00,26,Thursday,133,25,19,12,189,heavy,16,213.5,0.6774193548387096,Heavy
1900-01-01 17:00:00,26,Thursday,110,10,29,17,166,high,17,215.5,0.5949820788530465,Heavy
1900-01-01 17:15:00,26,Thursday,110,20,24,17,171,heavy,17,210.5,0.6129032258064516,Heavy
1900-01-01 17:30:00,26,Thursday,111,26,14,15,166,normal,17,189.5,0.5949820788530465,Heavy
1900-01-01 17:45:00,26,Thursday,113,20,38,17,188,heavy,17,241.5,0.6738351254480287,Heavy
1900-01-01 18:00:00,26,Thursday,134,13,29,15,191,heavy,18,236.0,0.6845878136200717,Heavy
1900-01-01 18:15:00,26,Thursday,148,14,21,19,202,heavy,18,244.5,0.7240143369175627,Heavy
1900-01-01 18:30:00,26,Thursday,92,15,18,18,143,normal,18,180.5,0.5125448028673835,Heavy
1900-01-01 18:45:00,26,Thursday,71,2,17,10,100,normal,18,131.0,0.35842293906810035,Heavy
1900-01-01 19:00:00,26,Thursday,61,0,17,25,103,normal,19,157.5,0.36917562724014336,Heavy
1900-01-01 19:15:00,26,Thursday,85,6,11,25,127,normal,19,172.5,0.4551971326164875,Heavy
1900-01-01 19:30:00,26,Thursday,79,11,8,16,114,normal,19,140.5,0.40860215053763443,Heavy
1900-01-01 19:45:00,26,Thursday,80,17,11,17,125,normal,19,153.0,0.44802867383512546,Heavy
1900-01-01 20:00:00,26,Thursday,95,5,7,22,129,normal,20,166.5,0.46236559139784944,Heavy
1900-01-01 20:15:00,26,Thursday,108,1,15,25,149,normal,20,201.0,0.5340501792114696,Heavy
1900-01-01 20:30:00,26,Thursday,55,20,11,25,111,normal,20,149.5,0.3978494623655914,Heavy
1900-01-01 20:45:00,26,Thursday,56,8,19,27,110,normal,20,165.5,0.3942652329749104,Heavy
1900-01-01 21:00:00,26,Thursday,57,14,6,34,111,normal,21,161.0,0.3978494623655914,Heavy
1900-01-01 21:15:00,26,Thursday,90,11,10,27,138,normal,21,183.0,0.4946236559139785,Heavy
1900-01-01 21:30:00,26,Thursday,109,20,6,18,153,normal,21,176.0,0.5483870967741935,Heavy
1900-01-01 21:45:00,26,Thursday,11,2,2,39,54,normal,21,113.5,0.1935483870967742,Heavy
1900-01-01 22:00:00,26,Thursday,13,1,1,25,40,normal,22,78.0,0.14336917562724014,Moderate
1900-01-01 22:15:00,26,Thursday,5,2,1,26,34,normal,22,73.0,0.12186379928315412,Moderate
1900-01-01 22:30:00,26,Thursday,5,1,1,33,40,normal,22,90.0,0.14336917562724014,Moderate
1900-01-01 22:45:00,26,Thursday,7,2,0,37,46,normal,22,100.5,0.16487455197132617,Moderate
1900-01-01 23:00:00,26,Thursday,10,2,1,32,45,normal,23,93.0,0.16129032258064516,Moderate
1900-01-01 23:15:00,26,Thursday,11,0,0,26,37,normal,23,76.0,0.13261648745519714,Moderate
1900-01-01 23:30:00,26,Thursday,10,0,1,37,48,normal,23,104.5,0.17204301075268819,Moderate
1900-01-01 23:45:00,26,Thursday,13,1,1,21,36,normal,23,68.0,0.12903225806451613,Moderate
1900-01-01 00:00:00,27,Friday,5,2,2,32,41,normal,0,90.0,0.14695340501792115,Moderate
1900-01-01 00:15:00,27,Friday,14,1,1,33,49,normal,0,99.0,0.17562724014336917,Moderate
1900-01-01 00:30:00,27,Friday,10,0,0,30,40,normal,0,85.0,0.14336917562724014,Moderate
1900-01-01 00:45:00,27,Friday,15,0,1,38,54,normal,0,112.0,0.1935483870967742,Heavy
1900-01-01 01:00:00,27,Friday,11,2,0,34,47,normal,1,97.0,0.16845878136200718,Moderate
1900-01-01 01:15:00,27,Friday,8,2,0,39,49,normal,1,106.5,0.17562724014336917,Moderate
1900-01-01 01:30:00,27,Friday,8,2,1,40,51,normal,1,111.0,0.1827956989247312,Heavy
1900-01-01 01:45:00,27,Friday,10,1,2,33,46,normal,1,97.0,0.16487455197132617,Moderate
1900-01-01 02:00:00,27,Friday,13,1,2,37,53,normal,2,110.0,0.18996415770609318,Heavy
1900-01-01 02:15:00,27,Friday,5,1,0,38,44,normal,2,100.5,0.15770609318996415,Moderate
1900-01-01 02:30:00,27,Friday,10,1,1,30,42,normal,2,87.5,0.15053763440860216,Moderate
1900-01-01 02:45:00,27,Friday,6,1,2,23,32,normal,2,68.0,0.11469534050179211,Moderate
1900-01-01 03:00:00,27,Friday,6,2,2,22,32,normal,3,66.0,0.11469534050179211,Moderate
1900-01-01 03:15:00,27,Friday,6,2,0,30,38,normal,3,82.0,0.13620071684587814,Moderate
1900-01-01 03:30:00,27,Friday,9,2,0,37,48,normal,3,102.5,0.17204301075268819,Moderate
1900-01-01 03:45:00,27,Friday,11,2,2,34,49,normal,3,101.0,0.17562724014336917,Moderate
1900-01-01 04:00:00,27,Friday,31,0,4,57,92,normal,4,181.5,0.32974910394265233,Heavy
1900-01-01 04:15:00,27,Friday,29,2,4,37,72,normal,4,130.5,0.25806451612903225,Heavy
1900-01-01 04:30:00,27,Friday,76,0,5,40,121,high,4,186.0,0.4336917562724014,Heavy
1900-01-01 04:45:00,27,Friday,51,6,5,57,119,high,4,206.5,0.4265232974910394,Heavy
1900-01-01 05:00:00,27,Friday,69,1,0,51,121,high,5,197.0,0.4336917562724014,Heavy
1900-01-01 05:15:00,27,Friday,42,7,2,47,98,normal,5,167.0,0.35125448028673834,Heavy
1900-01-01 05:30:00,27,Friday,42,10,1,47,100,normal,5,166.5,0.35842293906810035,Heavy
1900-01-01 05:45:00,27,Friday,38,8,2,57,105,normal,5,188.5,0.3763440860215054,Heavy
1900-01-01 06:00:00,27,Friday,25,9,3,39,76,normal,6,133.0,0.2724014336917563,Heavy
1900-01-01 06:15:00,27,Friday,72,0,4,36,112,high,6,170.0,0.4014336917562724,Heavy
1900-01-01 06:30:00,27,Friday,78,8,5,37,128,high,6,184.5,0.45878136200716846,Heavy
1900-01-01 06:45:00,27,Friday,45,7,0,35,87,normal,6,136.0,0.3118279569892473,Heavy
1900-01-01 07:00:00,27,Friday,75,6,2,42,125,high,7,187.0,0.44802867383512546,Heavy
1900-01-01 07:15:00,27,Friday,77,7,1,57,142,high,7,225.0,0.5089605734767025,Heavy
1900-01-01 07:30:00,27,Friday,34,3,2,47,86,normal,7,157.0,0.30824372759856633,Heavy
1900-01-01 07:45:00,27,Friday,49,4,2,58,113,high,7,200.0,0.4050179211469534,Heavy
1900-01-01 08:00:00,27,Friday,40,4,2,57,103,normal,8,188.5,0.36917562724014336,Heavy
1900-01-01 08:15:00,27,Friday,44,9,5,56,114,high,8,198.5,0.40860215053763443,Heavy
1900-01-01 08:30:00,27,Friday,70,0,2,26,98,normal,8,139.0,0.35125448028673834,Heavy
1900-01-01 08:45:00,27,Friday,63,7,0,52,122,high,8,196.5,0.43727598566308246,Heavy
1900-01-01 09:00:00,27,Friday,126,21,7,6,160,normal,9,165.5,0.5734767025089605,Heavy
1900-01-01 09:15:00,27,Friday,117,38,11,9,175,heavy,9,180.5,0.6272401433691757,Heavy
1900-01-01 09:30:00,27,Friday,101,41,17,9,168,heavy,9,178.0,0.6021505376344086,Heavy
1900-01-01 09:45:00,27,Friday,125,35,19,7,186,heavy,9,198.0,0.6666666666666666,Heavy
1900-01-01 10:00:00,27,Friday,147,43,10,7,207,heavy,10,206.0,0.7419354838709677,Heavy
1900-01-01 10:15:00,27,Friday,140,22,18,5,185,heavy,10,199.5,0.6630824372759857,Heavy
1900-01-01 10:30:00,27,Friday,142,44,6,6,198,heavy,10,191.0,0.7096774193548387,Heavy
1900-01-01 10:45:00,27,Friday,147,45,8,10,210,heavy,10,210.5,0.7526881720430108,Heavy
1900-01-01 11:00:00,27,Friday,137,26,14,8,185,heavy,11,198.0,0.6630824372759857,Heavy
1900-01-01 11:15:00,27,Friday,129,40,13,5,187,heavy,11,187.5,0.6702508960573477,Heavy
1900-01-01 11:30:00,27,Friday,131,30,9,8,178,heavy,11,184.0,0.6379928315412187,Heavy
1900-01-01 11:45:00,27,Friday,107,40,6,6,159,normal,11,154.0,0.5698924731182796,Heavy
1900-01-01 12:00:00,27,Friday,102,37,16,7,162,normal,12,170.0,0.5806451612903226,Heavy
1900-01-01 12:15:00,27,Friday,122,46,15,8,191,heavy,12,195.0,0.6845878136200717,Heavy
1900-01-01 12:30:00,27,Friday,116,30,15,7,168,heavy,12,178.5,0.6021505376344086,Heavy
1900-01-01 12:45:00,27,Friday,136,28,20,9,193,heavy,12,212.5,0.6917562724014337,Heavy
1900-01-01 13:00:00,27,Friday,138,34,15,10,197,heavy,13,210.0,0.7060931899641577,Heavy
1900-01-01 13:15:00,27,Friday,131,21,9,9,170,heavy,13,182.0,0.6093189964157706,Heavy
1900-01-01 13:30:00,27,Friday,129,39,16,5,189,heavy,13,193.0,0.6774193548387096,Heavy
1900-01-01 13:45:00,27,Friday,118,50,18,5,191,heavy,13,191.5,0.6845878136200717,Heavy
1900-01-01 14:00:00,27,Friday,140,40,8,6,194,heavy,14,191.0,0.6953405017921147,Heavy
1900-01-01 14:15:00,27,Friday,137,29,10,9,185,heavy,14,194.0,0.6630824372759857,Heavy
1900-01-01 14:30:00,27,Friday,121,46,5,6,178,heavy,14,169.0,0.6379928315412187,Heavy
1900-01-01 14:45:00,27,Friday,120,25,10,6,161,normal,14,167.5,0.5770609318996416,Heavy
1900-01-01 15:00:00,27,Friday,72,10,13,17,112,normal,15,145.5,0.4014336917562724,Heavy
1900-01-01 15:15:00,27,Friday,83,11,9,16,119,normal,15,146.5,0.4265232974910394,Heavy
1900-01-01 15:30:00,27,Friday,67,6,12,19,104,normal,15,141.5,0.3727598566308244,Heavy
1900-01-01 15:45:00,27,Friday,75,8,7,8,98,low,15,113.0,0.35125448028673834,Heavy
1900-01-01 16:00:00,27,Friday,60,10,6,5,81,low,16,89.5,0.2903225806451613,Heavy
1900-01-01 16:15:00,27,Friday,57,13,2,12,84,low,16,97.5,0.3010752688172043,Heavy
1900-01-01 16:30:00,27,Friday,77,13,7,12,109,low,16,127.5,0.3906810035842294,Heavy
1900-01-01 16:45:00,27,Friday,64,11,0,9,84,low,16,92.0,0.3010752688172043,Heavy
1900-01-01 17:00:00,27,Friday,85,12,12,19,128,normal,17,162.5,0.45878136200716846,Heavy
1900-01-01 17:15:00,27,Friday,88,5,2,5,100,low,17,107.0,0.35842293906810035,Heavy
1900-01-01 17:30:00,27,Friday,83,14,4,18,119,normal,17,143.0,0.4265232974910394,Heavy
1900-01-01 17:45:00,27,Friday,64,6,1,13,84,low,17,101.5,0.3010752688172043,Heavy
1900-01-01 18:00:00,27,Friday,62,9,0,18,89,low,18,111.5,0.31899641577060933,Heavy
1900-01-01 18:15:00,27,Friday,69,8,0,15,92,low,18,110.5,0.32974910394265233,Heavy
1900-01-01 18:30:00,27,Friday,84,15,5,18,122,normal,18,146.5,0.43727598566308246,Heavy
1900-01-01 18:45:00,27,Friday,70,6,9,8,93,low,18,111.0,0.3333333333333333,Heavy
